;Contratto;Zona;Tipologia;Superficie;Locali;Piano;Tipo proprietà;Prezzo;Spese condominio;Spese riscaldamento;Anno di costruzione;Stato;Riscaldamento;Climatizzatore;Classe energetica
637;               Affitto            ;cavoretto;Intera proprietà;50;2;1°;Intera proprietà;350;40;;;buono/abitabile;centralizzato;None;
638;               Affitto, libero            ;cavoretto;Intera proprietà;40;2;2°;Intera proprietà;340;;;1950.0;ottimo/ristrutturato;centralizzato;assente;               G              
639;               Affitto            ;cavoretto;Intera proprietà;200;5;;;1800;;;;ottimo/ristrutturato;autonomo;assente;
640;               Affitto            ;cavoretto;Intera proprietà;50;2;2°;Intera proprietà;1200;80;58.0;1790.0;ottimo/ristrutturato;centralizzato;assente;
641;               Affitto, concordato            ;cavoretto;Intera proprietà;120;4;1°;Intera proprietà;850;;;1960.0;buono/abitabile;autonomo;assente;               C              
642;               Affitto            ;colle-della-maddalena;Intera proprietà;50;2;2°;Intera proprietà;560;50;;;ottimo/ristrutturato;autonomo;autonomo;               B              
643;               Affitto, libero            ;colle-della-maddalena;Intera proprietà;30;1;Piano;Intera proprietà;330;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
645;               Affitto, 3+2            ;colle-della-maddalena;Intera proprietà;130;5;2°;Intera proprietà;670;330;;;ottimo/ristrutturato;centralizzato;autonomo;               C              
646;               Affitto            ;colle-della-maddalena;Intera proprietà;164;5;2°;Intera proprietà;1150;140;;1970.0;buono/abitabile;centralizzato;None;
648;               Affitto, concordato            ;colle-della-maddalena;Intera proprietà;170;5;Ultimo;Intera proprietà;1200;150;190.0;1970.0;buono/abitabile;centralizzato;predisposizione impianto;               G              
649;               Affitto, 3+2            ;colle-della-maddalena;Intera proprietà;405;5;;Intera proprietà;1500;50;150.0;2000.0;buono/abitabile;autonomo;assente;               D              
650;               Affitto, 4+4            ;colle-della-maddalena;Intera proprietà;112;4;Ultimo;Intera proprietà;1000;70;;1970.0;ottimo/ristrutturato;autonomo;assente;               E              
651;               Affitto, 4+4            ;colle-della-maddalena;Intera proprietà;275;5;Piano;Intera proprietà;2000;;83.0;1960.0;buono/abitabile;autonomo;assente;               F              
652;               Affitto, concordato            ;colle-della-maddalena;Intera proprietà;150;5;2°;Intera proprietà;1200;150;183.0;1960.0;buono/abitabile;centralizzato;assente;
653;               Affitto, transitorio            ;colle-della-maddalena;Intera proprietà;115;4;Piano;Intera proprietà;630;20;;;buono/abitabile;autonomo;None;               G              
654;               Affitto            ;colle-della-maddalena;Intera proprietà;84;3;Piano;Intera proprietà;560;100;;1970.0;ottimo/ristrutturato;centralizzato;assente;               G              
655;               Affitto            ;colle-della-maddalena;Intera proprietà;50;2;1°;;600;15;;;ottimo/ristrutturato;centralizzato;None;
656;               Affitto            ;colle-della-maddalena;Intera proprietà;350;5;Su;Intera proprietà;6500;;;1700.0;ottimo/ristrutturato;autonomo;None;               E              
657;               Affitto, 4+4            ;colle-della-maddalena;Intera proprietà;300;5;Piano;;2200;;;;ottimo/ristrutturato;centralizzato;assente;
658;               Affitto            ;colle-della-maddalena;Intera proprietà;300;5;Piano;Intera proprietà;3000;500;;1936.0;nuovo/incostruzione;autonomo;None;               D              
659;               Affitto, concordato            ;colle-della-maddalena;Intera proprietà;253;5;Ultimo;Intera proprietà;1600;380;;1700.0;ottimo/ristrutturato;autonomo;None;
661;               Affitto            ;colle-della-maddalena;Intera proprietà;200;5;;;1800;;;;ottimo/ristrutturato;autonomo;assente;
662;               Affitto, 4+4            ;colle-della-maddalena;Intera proprietà;180;5;1°;Intera proprietà;1200;250;16.0;1970.0;ottimo/ristrutturato;centralizzato;None;
663;               Affitto, 3+2            ;colle-della-maddalena;Intera proprietà;152;5;Ultimo;Intera proprietà;1200;140;183.0;1960.0;ottimo/ristrutturato;centralizzato;assente;               G              
664;               Affitto, 4+4            ;colle-della-maddalena;Intera proprietà;130;5;2°;Intera proprietà;1200;;185.0;1970.0;ottimo/ristrutturato;centralizzato;assente;
665;               Affitto, libero            ;colle-della-maddalena;Intera proprietà;273;5;Piano;Intera proprietà;3000;500;600.0;1980.0;ottimo/ristrutturato;autonomo;assente;
666;               Affitto, 4+4            ;colle-della-maddalena;Intera proprietà;100;4;1°;Intera proprietà;850;33;;;ottimo/ristrutturato;autonomo;None;               D              
667;               Affitto            ;superga;Intera proprietà;250;4;Su;;2500;;;;ottimo/ristrutturato;autonomo;assente;
668;               Affitto, 4+4            ;superga;Intera proprietà;160;5;Piano;Intera proprietà;1200;150;100.0;1980.0;buono/abitabile;autonomo;None;               C              
669;               Affitto, 4+4            ;superga;Intera proprietà;80;3;1°;Intera proprietà;1200;;;1925.0;buono/abitabile;autonomo;None;               E              
670;               Affitto            ;superga;Intera proprietà;150;4;Piano;Intera proprietà;1300;150;;1990.0;buono/abitabile;autonomo;assente;               E              
671;               Affitto            ;superga;Intera proprietà;150;4;Piano;Intera proprietà;1200;150;;1990.0;buono/abitabile;autonomo;assente;               C              
672;               Affitto, concordato            ;superga;Intera proprietà;110;5;Ultimo;Intera proprietà;700;80;83.0;1966.0;ottimo/ristrutturato;autonomo;assente;               E              
673;               Affitto, 4+4            ;superga;Intera proprietà;200;5;;Intera proprietà;1250;150;;;buono/abitabile;autonomo;None;               E              
674;               Affitto, 4+4            ;superga;Intera proprietà;150;4;;Intera proprietà;1150;150;;;buono/abitabile;autonomo;assente;               E              
675;               Affitto, 3+2            ;superga;Intera proprietà;100;4;Ultimo;Intera proprietà;670;50;;;ottimo/ristrutturato;autonomo;None;
676;               Affitto            ;superga;Intera proprietà;120;4;;Intera proprietà;1250;150;;;;;None;
677;               Affitto            ;superga;Intera proprietà;300;5;;Classe immobile signorile;2200;;;;ottimo/ristrutturato;autonomo;assente;               D              
678;               Affitto, 4+4            ;superga;Intera proprietà;140;4;Piano;Intera proprietà;1210;150;83.0;1998.0;ottimo/ristrutturato;autonomo;None;               G              
679;               Affitto, 4+4            ;superga;Intera proprietà;140;5;Piano;Intera proprietà;1310;150;83.0;1998.0;ottimo/ristrutturato;autonomo;None;               G              
680;               Affitto            ;superga;Intera proprietà;65;1;Ultimo;;600;;;;;autonomo;None;
681;               Affitto            ;superga;Intera proprietà;80;3;;;500;;;;ottimo/ristrutturato;autonomo;autonomo;
682;               Affitto, libero            ;superga;Intera proprietà;45;2;Piano;Intera proprietà;500;100;;;buono/abitabile;centralizzato;None;
683;               Affitto            ;superga;Intera proprietà;120;4;Piano;Intera proprietà;800;130;;1970.0;ottimo/ristrutturato;autonomo;None;               D              
684;               Affitto            ;superga;Intera proprietà;90;3;1°;Intera proprietà;1000;100;;1975.0;ottimo/ristrutturato;autonomo;assente;               F              
685;               Affitto, libero            ;superga;Intera proprietà;90;3;Piano;Intera proprietà;1100;;;;buono/abitabile;centralizzato;None;
687;               Affitto            ;superga;Intera proprietà;90;1;Piano;Intera proprietà;850;;;1900.0;buono/abitabile;autonomo;None;               G              
688;               Affitto            ;superga;Intera proprietà;300;5;;Intera proprietà;2500;100;;1980.0;ottimo/ristrutturato;autonomo;assente;
689;               Affitto            ;superga;Intera proprietà;45;1;Piano;Intera proprietà;500;100;;;buono/abitabile;centralizzato;assente;
690;               Affitto            ;superga;Intera proprietà;130;4;Piano;Intera proprietà;1250;;;1975.0;buono/abitabile;autonomo;assente;               E              
691;               Affitto            ;superga;Intera proprietà;155;5;Piano;Intera proprietà;1500;500;;1968.0;ottimo/ristrutturato;autonomo;None;               E              
692;               Affitto, 4+4            ;cenisia;Intera proprietà;360;5;2°;Intera proprietà;3200;750;266.0;1890.0;ottimo/ristrutturato;autonomo;assente;               D              
693;               Affitto, 4+4            ;cenisia;Intera proprietà;95;4;1°;Intera proprietà;800;70;;2000.0;ottimo/ristrutturato;autonomo;None;               C              
694;               Affitto            ;cenisia;Intera proprietà;50;2;1°;Intera proprietà;480;;;;buono/abitabile;autonomo;None;               Non classificabile              
695;               Affitto            ;cenisia;Intera proprietà;25;1;3°;Intera proprietà;355;30;25.0;;ottimo/ristrutturato;centralizzato;None;
696;               Affitto            ;cenisia;Intera proprietà;55;2;Piano;Intera proprietà;520;30;;1930.0;ottimo/ristrutturato;autonomo;None;               E              
697;               Affitto            ;cenisia;Intera proprietà;25;1;Ultimo;Intera proprietà;390;30;25.0;;ottimo/ristrutturato;centralizzato;None;
698;               Affitto            ;cenisia;Intera proprietà;20;1;Ultimo;Intera proprietà;350;30;20.0;;ottimo/ristrutturato;centralizzato;None;
699;               Affitto, libero            ;cenisia;Intera proprietà;60;3;4°;Intera proprietà;750;50;33.0;1900.0;ottimo/ristrutturato;centralizzato;None;               G              
700;               Affitto            ;cenisia;Intera proprietà;50;2;1°;Classe immobile signorile;480;;;;ottimo/ristrutturato;autonomo;None;               D              
702;               Affitto, libero            ;cenisia;Intera proprietà;55;2;3°;Intera proprietà;900;;;2015.0;nuovo/incostruzione;centralizzato;centralizzato;               A              
703;               Affitto, 4+4            ;cenisia;Intera proprietà;85;4;3°;Intera proprietà;710;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
704;               Affitto, transitorio            ;cenisia;Intera proprietà;25;1;Piano;Intera proprietà;200;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
705;               Affitto, 4+4            ;cenisia;Intera proprietà;65;2;4°;Intera proprietà;400;100;50.0;1920.0;;autonomo;assente;               G              
706;               Affitto, 4+4            ;cenisia;Intera proprietà;40;2;4°;Intera proprietà;500;;;1960.0;buono/abitabile;centralizzato;None;               F              
707;               Affitto, libero            ;cenisia;Intera proprietà;45;1;1°;Intera proprietà;450;;;1930.0;buono/abitabile;centralizzato;assente;               F              
708;               Affitto            ;cenisia;Intera proprietà;90;4;1°;Intera proprietà;700;;;2008.0;ottimo/ristrutturato;autonomo;assente;               D              
709;               Affitto, transitorio            ;cenisia;Intera proprietà;97;4;Con;Intera proprietà;658;80;;;ottimo/ristrutturato;autonomo;assente;               E              
